
ELD ID,Date,Time,DC Fault Time Bus1,DC Fault Time Bus2,DC Fault Level Bus1,DC Fault Level Bus2,DC Voltage,Resistor Leakage
01,2020-05-12,14:03:49,0,0,201,201,50.15,365
